author_id,number_of_selected_projects,total_commits_in_qualifying_projects,mean_commits_per_qualifying_project,median_commits_per_qualifying_project,minimum_commits_in_qualifying_project,maximum_commits_in_qualifying_project,historical_same_language_projects,historical_same_language_commits,followers_before_window,profile_login,profile_company,profile_created_at,profile_type,profile_fake,profile_deleted,profile_long,profile_lat,profile_country_code,profile_state,profile_city,profile_location
57221288,5,141,28.2,25.0,18,45,2,41,0,adam-on-the-internet,N,2016-02-26 00:17:07,USR,0,0,-93.62031000,41.58882000,US,IA,Des Moines,"Des Moines, Iowa"
57452102,5,74,14.8,11.0,10,30,1,1,0,RenanContiero,TecnoRobot,2019-08-13 03:44:56,USR,0,0,-46.79943000,-23.59270000,BR,São Paulo,São Paulo,"São Paulo,Sp"
5805052,5,518,103.6,68.0,32,247,52,1420,14059,phodal,@ThoughtWorksInc,2010-11-08 10:46:51,USR,0,0,120.16807000,30.25192000,CN,Zhejiang,Hangzhou,"Shanghai / Hangzhou, China"
6549865,5,304,60.8,50.0,21,114,29,230,2,parky128,N,2015-01-02 15:02:23,USR,0,0,-1.28488000,53.34100000,GB,ENG,Sheffield,"South Wales, UK"
690024,5,466,93.2,122.0,16,155,278,5768,580,Tyriar,@Microsoft,2012-08-21 23:52:44,USR,0,0,-122.33028000,47.60323000,US,WA,Seattle,"Seattle, WA"
6943680,5,207,41.4,26.0,11,74,2,60,8,Clarity-89,@grafana ,2014-09-23 12:38:40,USR,0,0,24.93813000,60.16981000,FI,Uusimaa,Helsinki,"Helsinki, Finland "
743843,5,97,19.4,21.0,12,24,3,19,18,smarigowda,N,2012-06-08 14:23:18,USR,0,0,-0.12624000,51.50015000,GB,N,N,UK
76005,5,415,83.0,61.0,14,149,59,426,18,ryantxu,N,2011-04-02 19:37:33,USR,0,0,-45.24581000,-21.68160000,BR,Minas Gerais,Três Corações,"Alameda, CA"
819389,5,130,26.0,30.0,20,30,20,325,5,Nebulis,N,2010-11-30 09:19:12,USR,0,0,0.00000000,0.00000000,N,N,N,N
8337538,5,60,12.0,12.0,12,12,2,2,59,tarsobessa,Delivery Hero,2013-04-19 15:07:11,USR,0,0,13.41144000,52.52343000,DE,Berlin,Berlin,"Berlin, Germany"
91343,5,144,28.8,17.0,12,69,28,613,34,Franky47,@47ng | @chiffre-io,2011-11-05 08:39:30,USR,0,0,5.73167000,45.19426000,FR,Auvergne-Rhône-Alpes,Grenoble,"Grenoble, France"
9478906,5,153,30.6,22.0,11,61,373,22028,138,greenkeeperio-bot,@greenkeeperio,2015-09-22 14:12:13,USR,0,0,0.00000000,0.00000000,N,N,N,☁️
10131838,4,167,41.75,31.5,13,91,27,283,0,mcnielsen,N,2015-09-23 15:07:35,USR,0,0,0.00000000,0.00000000,N,N,N,N
10584987,4,60,15.0,15.0,15,15,39,1289,104,Toxicable,N,2015-07-24 22:09:18,USR,0,0,0.00000000,0.00000000,N,N,N,N
11024749,4,89,22.25,24.5,11,29,59,2071,12,bartlomieju,@denoland,2015-08-01 17:24:46,USR,0,0,21.00849000,52.23498000,PL,Mazovia,Warsaw,"Warsaw, PL"
11369509,4,181,45.25,33.0,20,95,0,0,4,mikemorcerf,Job Hunting,2016-01-07 22:55:20,USR,0,0,-74.00723000,40.71305000,US,NY,New York,New York City
118513,4,195,48.75,41.5,15,97,0,0,109,lucachaves,@ifpb ,2010-02-17 15:59:17,USR,0,0,0.00000000,0.00000000,N,N,N,N
11886697,4,163,40.75,16.5,14,116,0,0,0,ranmaru22,N,2016-01-03 00:46:38,USR,0,0,13.41144000,52.52343000,DE,N,N,Germany
12012397,4,443,110.75,113.0,104,113,8,139,14,out386,N,2016-01-16 11:32:12,USR,0,0,0.00000000,0.00000000,N,N,N,N
120824,4,417,104.25,82.5,43,209,41,1281,130,coderbyheart,@NordicSemiconductor,2013-09-30 11:27:06,USR,0,0,10.39844000,63.43457000,NO,Trøndelag,Trondheim,"Trondheim, Norway"
1226591,4,98,24.5,21.5,14,41,0,0,122,scottdurow,Develop 1 Ltd,2012-11-23 11:01:18,USR,0,0,-1.26346000,51.75374000,GB,ENG,Oxford,"Oxford, UK"
12372473,4,362,90.5,80.5,46,155,2,17,1,eugesma,N,2016-04-05 21:24:39,USR,0,0,-58.37322000,-34.60903000,AR,N,N,Argentina
12795943,4,164,41.0,35.5,13,80,0,0,1,Morpa,N,2015-11-17 23:08:31,USR,0,0,0.00000000,0.00000000,N,N,N,✈️
1314356,4,152,38.0,38.0,38,38,0,0,77,erquhart,@netlify ,2014-02-17 22:43:12,USR,0,0,-77.94620000,34.23670000,US,NC,Wilmington,"Wilmington, NC, USA"
13233893,4,205,51.25,29.0,10,137,2,12,26,kavsingh,N,2011-05-27 02:37:50,USR,0,0,13.41144000,52.52343000,DE,Berlin,Berlin,Berlin
135346,4,159,39.75,33.0,13,80,72,3033,59,bluelovers,bluelovers,2009-12-15 15:39:37,USR,0,0,0.00000000,0.00000000,N,N,N,bluelovers
1360173,4,67,16.75,15.0,10,27,20,121,118,pshihn,N,2011-06-06 21:48:42,USR,0,0,-122.42016000,37.78008000,US,CA,San Francisco,San Francisco
13643952,4,162,40.5,41.5,14,65,0,0,0,saepark90,N,2016-05-29 15:02:34,USR,0,0,0.00000000,0.00000000,N,N,N,N
1417537,4,253,63.25,54.0,32,113,18,157,21,taoyuan,N,2012-01-17 03:23:50,USR,0,0,0.00000000,0.00000000,N,N,N,N
1464199,4,244,61.0,56.0,30,102,2,79,1,psatler,N,2013-01-29 21:02:46,USR,0,0,-55.30439000,-12.29830000,BR,Mato Grosso,Vera,"Vitória, ES, Brasil"
1748315,4,431,107.75,72.0,36,251,65,4604,62,akosyakov,@TypeFox,2012-12-19 16:01:11,USR,0,0,10.13593000,54.32270000,DE,Schleswig-Holstein,Kiel,"Kiel, Germany"
17633770,4,180,45.0,41.0,36,62,3,17,0,ibuckner,@NELCSU,2016-06-21 09:29:51,USR,0,0,-0.12624000,51.50015000,GB,ENG,London,London
179693,4,132,33.0,33.0,33,33,11,92,402,EricSimons,@StackBlitz,2011-01-11 05:55:18,USR,0,0,-122.42016000,37.78008000,US,CA,San Francisco,"San Francisco, CA"
1947676,4,117,29.25,27.5,15,47,18,187,43,oznu,N,2013-03-26 21:33:16,USR,0,0,149.13140000,-35.28078000,AU,N,N,Australia
219026,4,244,61.0,62.0,19,101,114,846,85,peterblazejewicz,Appriss Retail,2008-06-21 17:26:34,USR,0,0,21.00849000,52.23498000,PL,N,N,Warsaw/Poland
2247194,4,111,27.75,22.5,16,50,2,40,2,anthonyjoeseph,N,2013-01-07 20:06:09,USR,0,0,0.00000000,0.00000000,N,N,N,N
2266960,4,140,35.0,29.0,11,71,50,830,0,alexdima,@microsoft ,2012-05-05 14:31:07,USR,0,0,0.00000000,0.00000000,N,N,N,N
23687103,4,73,18.25,18.0,11,26,3,70,45,gurleensethi,N,2015-09-19 18:24:09,USR,0,0,-73.55336000,45.50906000,CA,QC,Montreal,Montreal
2442739,4,387,96.75,99.0,89,100,0,0,30,AustinGreen,N,2013-08-09 21:29:51,USR,0,0,0.00000000,0.00000000,N,N,N,N
2864361,4,367,91.75,89.5,46,142,30,867,2044,jaywcjlove,ʕ•̫͡•ʔ-̫͡-ʕ•͓͡•ʔ-̫͡-ʔ,2012-04-25 22:30:25,USR,0,0,121.43456000,31.21840000,CN,Shanghai,Shanghai,"Shanghai, China"
2898943,4,160,40.0,44.5,22,49,4,45,2,vicgua,N,2013-03-30 17:26:58,USR,0,0,0.00000000,0.00000000,N,N,N,N
2995258,4,1006,251.5,252.5,248,253,25,317,199,alexjoverm,N,2013-10-16 12:34:53,USR,0,0,-0.48099000,38.34521000,ES,Comunidad Valenciana,Alicante,Alicante
3066619,4,594,148.5,44.5,11,494,16,254,0,tristanMatthias,@songspace ,2012-10-13 05:26:30,USR,0,0,-122.42016000,37.78008000,US,CA,San Francisco,San Francisco
30676877,4,420,105.0,93.0,32,202,0,0,24,vinitraj10,@groww,2016-08-06 12:25:29,USR,0,0,78.21435000,12.52627000,IN,Tamil Nadu,Krishnagiri,Banglore
30928477,4,78,19.5,21.0,12,24,1,2,0,RaulFerreira21,N,2016-09-09 11:59:57,USR,0,0,0.00000000,0.00000000,N,N,N,N
31012670,4,89,22.25,21.0,14,33,0,0,0,rgflsc,N,2016-02-12 10:40:26,USR,0,0,-48.54958000,-27.59691000,BR,Santa Catarina,Florianópolis,Florianopolis - Santa Catarina - Brasil
31532238,4,123,30.75,31.5,11,49,0,0,5,gbdsantos,N,2016-08-16 15:54:02,USR,0,0,-46.63825000,-23.54867000,BR,São Paulo,São Paulo,São Paulo
315569,4,353,88.25,92.5,72,96,0,0,23,ZoltanVeres,N,2010-03-02 18:06:40,USR,0,0,22.87708000,47.79330000,RO,Satu Mare,Satu Mare,"Romania, Satu Mare"
31594588,4,68,17.0,17.0,17,17,2,17,0,VBFCEPFS,N,2016-10-12 09:56:40,USR,1,0,N,N,N,N,N,N
31650374,4,172,43.0,43.0,26,60,20,401,0,VKXGGUHL,N,2016-10-14 12:50:30,USR,1,0,N,N,N,N,N,N
3179415,4,128,32.0,21.0,21,65,5,307,113,marcobiedermann,@moovel,2013-08-16 11:42:53,USR,0,0,13.41144000,52.52343000,DE,Berlin,Berlin,"Berlin, Germany"
32128539,4,141,35.25,35.5,15,55,0,0,10,arturmbrasil,N,2016-10-11 23:09:46,USR,0,0,-47.92574000,-15.77938000,BR,N,N,Brazil
32956985,4,212,53.0,53.0,53,53,3,29,0,POVABKSB,N,2016-12-18 03:11:43,USR,1,0,N,N,N,N,N,N
33353573,4,239,59.75,43.5,18,134,58,2284,1,jwunderl,Microsoft,2013-10-05 04:56:25,USR,0,0,-122.12400000,47.67491000,US,WA,Redmond,Redmond
33861737,4,213,53.25,51.0,14,97,1,7,3,menxit,Menxit,2016-09-22 19:10:14,USR,0,0,12.49427000,41.89056000,IT,Lazio,Rome,Rome
34240777,4,148,37.0,34.5,15,64,3,21,17,trickstival,N,2017-02-21 12:24:18,USR,0,0,-49.27325000,-25.42836000,BR,Paraná,Curitiba,"Curitiba, Paraná - Brasil"
3477005,4,101,25.25,20.0,10,51,21,89,1,scottarver,N,2014-02-19 19:10:51,USR,0,0,-93.21711000,30.22929000,US,LA,Lake Charles,"Lake Charles, La"
35269915,4,178,44.5,37.5,10,93,0,0,3,DanielKovalevich,N,2014-08-06 19:12:40,USR,0,0,-122.12400000,47.67491000,US,WA,Redmond,"Redmond, Washington"
3531170,4,143,35.75,33.5,14,62,10,57,5,papagian,N,2012-04-11 07:03:05,USR,0,0,25.48980000,35.35317000,GR,Kriti,Agios Nikolaos Kritis,"Heraklio, Crete"
36341192,4,263,65.75,48.5,15,151,0,0,0,ndowmon,N,2015-10-26 22:52:25,USR,0,0,0.00000000,0.00000000,N,N,N,N
37295257,4,109,27.25,24.0,15,46,14,58,0,onichandame,Looking for Node.js jobs,2016-11-24 20:51:38,USR,0,0,121.43456000,31.21840000,CN,Shanghai,Shanghai,"Shanghai, China"
37553385,4,293,73.25,72.0,28,121,6,32,3,ivanahuckova,N,2017-07-24 10:34:40,USR,0,0,17.10688000,48.14640000,SK,Bratislava Region,Bratislava,"Bratislava, Slovakia"
37761268,4,630,157.5,91.0,24,424,24,343,0,remorses,N,2017-08-24 18:10:29,USR,0,0,12.49427000,41.89056000,IT,N,N,italy
37934145,4,106,26.5,26.0,16,38,0,0,0,petruki,@trackerforce ,2017-09-03 19:31:45,USR,0,0,-75.69243000,45.42042000,CA,N,N,Canada
37959082,4,118,29.5,28.0,16,46,10,345,387,transitive-bullshit,@saasify-sh,2011-01-08 03:13:42,USR,0,0,-78.33217000,42.03834000,US,NY,Portville,"Brooklyn, NY"
38142616,4,97,24.25,21.0,15,40,2,7,3,lbcosta,N,2017-09-12 19:59:01,USR,0,0,-38.98887000,-4.82145000,BR,Ceará,Quixadá,"Fortaleza, CE - Brazil"
3827967,4,193,48.25,47.0,10,89,29,558,0,snerks,N,2014-04-17 10:13:56,USR,0,0,0.00000000,0.00000000,N,N,N,N
38692275,4,648,162.0,44.5,11,548,38,325,0,lionyhw,@elecfreaks ,2017-10-10 07:05:02,USR,0,0,113.42129000,23.34977000,CN,Guangdong,N,"shenzhen,guangdong,china"
38782239,4,225,56.25,42.0,27,114,3,14,15,zouharvi,MFF CUNI in Prague,2014-05-21 19:17:12,USR,0,0,14.42046000,50.08781000,CZ,N,N,Czech Republic
40146756,4,48,12.0,10.0,10,18,0,0,0,indiaprivate,N,2017-12-19 07:34:25,USR,0,0,0.00000000,0.00000000,N,N,N,N
4032239,4,153,38.25,37.0,11,68,28,346,21,KamataRyo,"@tarosky, @geolonia, @kuno1 ",2013-12-31 08:43:10,USR,0,0,0.00000000,0.00000000,N,N,N,"Maibara-city, Shiga-pref., JAPAN"
40554061,4,151,37.75,32.5,10,76,3,10,0,fbronchaly,N,2018-01-11 05:33:05,USR,0,0,0.00000000,0.00000000,N,N,N,N
40557368,4,92,23.0,22.0,11,37,2,2,0,AgnesToulet,N,2018-01-06 19:26:59,USR,0,0,0.00000000,0.00000000,N,N,N,N
405856,4,99,24.75,25.0,24,25,3,27,78,arey,Generali,2011-06-08 17:00:42,USR,0,0,2.35085000,48.85689000,FR,Île-de-France,Paris,Paris
41082212,4,63,15.75,16.0,10,21,12,315,4,tobysmith568,Trayport,2016-09-21 21:19:34,USR,0,0,-4.14265000,50.37038000,GB,ENG,Plymouth,"Plymouth, UK"
4265890,4,80,20.0,20.0,13,27,2,7,1,gustaandrade,N,2014-06-10 09:22:41,USR,0,0,-46.63825000,-23.54867000,BR,São Paulo,São Paulo,São Paulo
42703327,4,173,43.25,23.5,14,112,2,7,0,leandrovi,@bairesdev,2018-04-06 19:17:04,USR,0,0,-46.63825000,-23.54867000,BR,São Paulo,São Paulo,Sao Paulo - Brazil
43761397,4,523,130.75,114.0,96,199,0,0,0,smcfall2,N,2014-10-08 16:10:03,USR,0,0,0.00000000,0.00000000,N,N,N,N
43990,4,58,14.5,14.0,12,18,4,101,90,zoul,@cesko-digital,2009-06-14 18:28:09,USR,0,0,16.65876000,49.48855000,CZ,South Moravia,Boskovice,"Boskovice, Czech Republic"
44249064,4,72,18.0,16.5,12,27,8,52,0,JuliaFong,N,2018-06-14 01:46:39,USR,0,0,-118.24334000,34.05224000,US,CA,Los Angeles,Los Angeles 
44319348,4,351,87.75,79.5,27,165,43,1616,1,vince-fugnitto,@eclipse-theia @theia-ide @ericsson,2018-06-18 12:59:26,USR,0,0,-73.55336000,45.50906000,CA,QC,Montreal,"Montreal, Canada"
4591955,4,45,11.25,11.5,10,12,95,1019,16,Anwesh43,,2014-01-28 17:07:52,USR,0,0,77.57528000,12.97675000,IN,Karnataka,Bengaluru,Bangalore
46399889,4,93,23.25,22.5,11,37,10,51,0,igalM,N,2018-06-16 13:31:50,USR,0,0,0.00000000,0.00000000,N,N,N,N
46821155,4,301,75.25,75.0,29,122,12,104,0,CAPEVMGO,N,2018-10-14 12:49:43,USR,1,0,N,N,N,N,N,N
47291447,4,190,47.5,38.5,23,90,1,16,0,guicostaarantes,N,2014-04-02 12:02:26,USR,0,0,-43.93705000,-19.91818000,BR,Minas Gerais,Belo Horizonte,"Belo Horizonte, Brazil"
48103450,4,144,36.0,34.0,11,65,8,38,0,kaydelaney,Grafana Labs,2018-12-03 11:33:27,USR,0,0,0.00000000,0.00000000,N,N,N,N
48343157,4,357,89.25,63.5,13,217,5,111,0,clearloop,N,2017-02-28 13:36:47,USR,0,0,6.33716000,45.67428000,FR,Auvergne-Rhône-Alpes,Mercury,Mercury
48634300,4,166,41.5,35.5,13,82,0,0,0,jamadeu,N,2018-07-06 12:15:42,USR,0,0,-47.06290000,-22.90737000,BR,São Paulo,Campinas,"Campinas, Brasil"
48667283,4,156,39.0,29.0,29,69,2,30,0,WUTPGXAH,N,2019-01-08 21:28:02,USR,1,0,N,N,N,N,N,N
50383735,4,308,77.0,58.5,46,145,7,14,0,eliseuvideira,N,2019-02-13 21:29:47,USR,0,0,0.00000000,0.00000000,N,N,N,N
50526323,4,67,16.75,16.5,10,24,28,148,0,elijahjcobb,N,2015-04-22 21:55:22,USR,0,0,-85.60547000,44.75909000,US,MI,Traverse City,"Traverse City, MI"
51083036,4,677,169.25,113.5,59,391,7,64,0,bravemaster619,N,2019-05-02 16:53:14,USR,0,0,0.00000000,0.00000000,N,N,N,N
51589803,4,89,22.25,20.5,16,32,2,2,0,Mohit-Nain,Infosys Ltd.,2019-05-15 05:03:30,USR,0,0,0.00000000,0.00000000,N,N,N,N
51706678,4,113,28.25,30.0,16,37,0,0,0,softwarewright,N,2019-03-30 16:11:02,USR,0,0,0.00000000,0.00000000,N,N,N,N
51734854,4,399,99.75,87.5,51,173,13,29,0,oddlittlebird,Grafana Labs,2019-06-21 03:28:41,USR,0,0,-122.60844000,45.35782000,US,OR,Oregon City,"Oregon, US"
51788017,4,141,35.25,25.0,13,78,0,0,0,elvinciqueira,N,2018-08-22 21:05:52,USR,0,0,-47.92574000,-15.77938000,BR,N,N,Brazil
51819701,4,71,17.75,16.5,10,28,0,0,0,chrisbmar,Stuart,2019-05-02 23:38:48,USR,0,0,2.16992000,41.38792000,ES,Catalonia,Barcelona,"Barcelona, Spain"
51833414,4,80,20.0,21.5,12,25,0,0,0,elanfraga,@Zaal-Tecnologia ,2017-02-13 14:03:17,USR,0,0,-43.20937000,-22.11819000,BR,Rio de Janeiro,Três Rios,Três Rios/RJ
51875389,4,141,35.25,27.0,16,71,2,8,0,bbaktaeho,Incheon National University,2019-03-24 05:55:17,USR,0,0,99.93617000,9.53607000,TH,Surat Thani Province,Ko Samui,Anyang-ko
51898554,4,93,23.25,20.5,19,33,2,26,0,matheusBCordeiro,Loghaus,2019-09-26 01:13:01,USR,0,1,N,N,N,N,N,N
51963612,4,157,39.25,41.0,29,46,1,1,0,desmondmc,N,2012-09-10 17:16:43,USR,0,0,13.41144000,52.52343000,DE,Berlin,Berlin,"Berlin, Germany"
52502346,4,457,114.25,55.5,11,335,0,0,0,EdwinAlmendras,N,2019-12-16 21:38:31,USR,0,0,0.00000000,0.00000000,N,N,N,N
52667810,4,62,15.5,12.0,11,27,0,0,0,antrp93LCA,N,2017-07-21 20:50:40,USR,0,0,0.00000000,0.00000000,N,N,N,N
52717643,4,433,108.25,73.5,17,269,0,0,0,brianodermatt,Aposphere & EPFL,2016-02-08 15:51:31,USR,0,0,6.63213000,46.51963000,CH,Vaud,Lausanne,Lausanne CH
52719455,4,102,25.5,27.0,14,34,1,23,0,EliasGcf,N,2019-05-14 16:55:10,USR,0,0,-42.39585000,-11.00983000,BR,Bahia,Itaguaçu da Bahia,Bahia - Brazil
52887723,4,306,76.5,59.0,27,161,1,2,0,nathaliacristina20,@everis-innolab,2018-05-24 22:41:46,USR,0,0,-46.79943000,-23.59270000,BR,São Paulo,São Paulo,"São Paulo, SP, Brazil"
53783540,4,99,24.75,22.5,21,33,2,20,0,DKNMRFUW,N,2020-01-30 07:33:56,USR,1,0,N,N,N,N,N,N
53807150,4,119,29.75,25.0,15,54,0,0,0,andrecampll,@mudi-saude,2019-08-10 15:13:20,USR,0,0,-48.50227000,-1.45498000,BR,Pará,Belém,Belém
53975853,4,93,23.25,17.5,15,43,0,0,0,cnfreitax,SENAI ,2020-01-21 18:57:16,USR,0,0,-46.63825000,-23.54867000,BR,São Paulo,São Paulo,São Paulo - Brazil
53991051,4,100,25.0,20.5,12,47,2,29,0,billodiallo,Malobi,2015-02-23 17:09:57,USR,0,0,36.82003000,-1.28579000,KE,Nairobi,Nairobi,Nairobi
54026518,4,96,24.0,23.0,12,38,7,63,0,QTRKHSYS,N,2020-02-06 14:55:11,USR,1,0,N,N,N,N,N,N
54188005,4,141,35.25,37.5,21,45,0,0,0,amj100,N,2019-06-20 07:06:26,USR,0,0,0.00000000,0.00000000,N,N,N,N
55219692,4,68,17.0,15.0,11,27,0,0,0,HPVTSAYT,N,2020-02-24 15:00:56,USR,1,0,N,N,N,N,N,N
55769999,4,51,12.75,12.5,11,15,0,0,0,Gasorey,N,2020-02-04 21:42:44,USR,0,0,-45.88724000,-23.17914000,BR,São Paulo,Sao José Dos Campos,"Brazil, São Paulo, São José dos Campos"
55837957,4,80,20.0,20.0,20,20,3,5,0,COKSCBSJ,N,2020-03-19 12:58:34,USR,1,0,N,N,N,N,N,N
55887580,4,201,50.25,27.0,12,135,3,176,0,balintkiraly,N,2020-03-21 16:31:09,USR,0,0,19.04055000,47.49814000,HU,Budapest,Budapest,"Budapest, Hungary"
56160681,4,160,40.0,40.0,40,40,1,10,0,lipelipe2,N,2020-03-19 09:34:25,USR,0,0,0.00000000,0.00000000,N,N,N,N
56255770,4,352,88.0,80.5,38,153,0,0,0,kimmeleon,N,2016-01-19 01:06:56,USR,0,0,0.00000000,0.00000000,N,N,N,N
56665530,4,199,49.75,22.0,11,144,0,0,0,johnwr-response,N,2019-07-07 13:42:34,USR,0,0,0.00000000,0.00000000,N,N,N,N
56857483,4,49,12.25,12.0,12,13,1,8,0,VLXFDWIN,N,2020-04-19 12:37:36,USR,1,0,N,N,N,N,N,N
56857484,4,51,12.75,12.0,12,15,1,11,0,Nbeites,N,2019-07-09 23:36:20,USR,0,0,0.00000000,0.00000000,N,N,N,N
56857485,4,40,10.0,10.0,10,10,1,1,0,VitorMarquesGit,N,2020-03-19 09:37:10,USR,0,0,0.00000000,0.00000000,N,N,N,N
56857486,4,140,35.0,36.0,32,36,1,9,0,DanielTavares6,N,2020-03-19 09:38:17,USR,0,0,0.00000000,0.00000000,N,N,N,N
56857488,4,60,15.0,15.0,15,15,1,10,0,VascoGomes,N,2020-03-19 09:37:48,USR,0,0,0.00000000,0.00000000,N,N,N,N
56857491,4,80,20.0,20.0,20,20,1,5,0,AnaTome225,N,2020-03-19 09:47:47,USR,0,0,0.00000000,0.00000000,N,N,N,N
56857506,4,138,34.5,35.0,33,35,1,19,0,fbastias,N,2020-03-19 09:43:18,USR,0,0,-9.13564000,38.70701000,PT,N,N,Portugal
56965457,4,124,31.0,27.5,25,44,0,0,0,LavaToaster,@Poniverse / @Volo-ai,2011-06-08 21:29:00,USR,0,0,-0.12624000,51.50015000,GB,ENG,London,"London, United Kingdom"
56972081,4,83,20.75,20.0,13,30,0,0,0,theodoreschen,N,2012-10-24 22:01:20,USR,0,0,-77.01991000,38.89206000,US,DC,Washington,Washington DC
57049107,4,160,40.0,32.5,10,85,1,9,0,michaelchan0101,N,2015-01-07 08:42:06,USR,0,0,0.46450000,45.28234000,FR,Nouvelle-Aquitaine,Grand-Brassac,Shenzhen
57055953,4,57,14.25,15.0,11,16,0,0,0,RPTGTACE,N,2020-04-22 14:35:33,USR,1,0,N,N,N,N,N,N
57147301,4,545,136.25,158.0,24,205,0,0,0,TAKU1022,N,2020-04-16 01:27:29,USR,0,0,0.00000000,0.00000000,N,N,N,N
57164646,4,76,19.0,16.5,10,33,0,0,0,axiiomatic,N,2017-10-28 14:46:05,USR,0,1,N,N,N,N,N,N
57626274,4,316,79.0,38.0,11,229,0,0,0,ivid-123,N,2020-04-15 10:23:47,USR,0,0,0.00000000,0.00000000,N,N,N,N
5764929,4,312,78.0,38.0,24,212,32,398,14,JacksonKearl,@microsoft,2014-08-29 01:45:30,USR,0,0,-117.87336000,33.60877000,US,CA,Newport Beach,"Newport Beach, CA"
58037215,4,109,27.25,20.5,12,56,0,0,0,GHUFXISM,N,2020-05-15 20:25:55,USR,1,0,N,N,N,N,N,N
5840967,4,53,13.25,13.0,12,15,89,1636,41,chrmarti,@Microsoft,2014-10-13 22:17:08,USR,0,0,0.00000000,0.00000000,N,N,N,N
606908,4,145,36.25,37.5,14,56,19,121,10,aocenas,N,2011-08-30 13:50:22,USR,0,0,0.00000000,0.00000000,N,N,N,N
60723425,4,187,46.75,31.0,16,109,0,0,0,agyemanjp,Danfort Systems Ltd.,2013-06-03 21:37:07,USR,0,0,-122.33028000,47.60323000,US,WA,Seattle,Seattle
6139690,4,285,71.25,49.0,10,177,6,24,36,charlieduong94,N,2014-11-07 17:33:29,USR,0,0,-78.89902000,35.99695000,US,NC,Durham,"Durham, NC"
61937207,4,184,46.0,41.5,13,88,0,0,0,SaxanLosterToreda,N,2020-08-28 20:14:17,USR,0,0,N,N,N,N,N,N
6467080,4,109,27.25,24.0,10,51,32,260,22,sajadtorkamani,N,2014-10-24 09:14:12,USR,0,0,-0.12624000,51.50015000,GB,ENG,London,London
650183,4,119,29.75,28.5,14,48,19,57,3,peterholmberg,@grafana ,2011-07-29 06:04:01,USR,0,0,18.06449000,59.33279000,SE,N,Stockholm,"Stockholm, Sweden"
6504133,4,288,72.0,21.0,18,228,1,2,2,chadlavi,@Casecommons,2014-04-08 12:30:07,USR,0,0,-78.33217000,42.03834000,US,NY,Portville,"Brooklyn, NY"
6988212,4,228,57.0,55.0,34,84,3,119,6,roger-king,@UrbanCompass ,2015-02-12 19:36:24,USR,0,0,0.00000000,0.00000000,N,N,N,N
725101,4,124,31.0,33.5,11,46,30,1995,10,kittaakos,@TypeFox ,2012-02-03 14:05:20,USR,0,0,13.41144000,52.52343000,DE,Berlin,Berlin,"Berlin, Germany"
7372371,4,272,68.0,68.0,68,68,4,58,3,vfedoriv,N,2015-03-12 10:52:26,USR,0,0,0.00000000,0.00000000,N,N,N,N
7598376,4,111,27.75,25.5,18,42,18,1256,17,KSXGitHub,@ksxnodemodules @ksxnodeapps @ksxatompackages ,2015-03-15 14:25:10,USR,0,0,0.00000000,0.00000000,N,N,N,"Earth, Solar System, Orion Arm, Milky Way"
7609165,4,89,22.25,23.5,17,25,6,98,0,ErikSharp,N,2015-04-01 13:29:41,USR,0,0,-0.12624000,51.50015000,GB,ENG,London,"London, UK"
7678857,4,434,108.5,105.5,40,183,4,107,1,paul18sma,N,2015-04-07 22:44:09,USR,0,0,-71.34893000,-40.15623000,AR,Neuquén,Lácar,San Martin de los Andes
777153,4,212,53.0,35.5,15,126,100,2141,19,huan,@Chatie,2008-04-13 19:28:03,USR,0,0,-122.32280000,37.90141000,US,CA,Richmond,San Francisco Bay Area
8135710,4,361,90.25,53.5,12,242,3,39,80,stonecoldpat,N,2014-01-20 12:35:32,USR,0,0,-0.12624000,51.50015000,GB,ENG,London,London
8199348,4,77,19.25,20.0,10,27,0,0,0,jfandy1982,N,2015-04-25 10:23:28,USR,0,0,8.47672000,49.48468000,DE,Baden-Württemberg,Mannheim,"Mannheim, Germany"
8285365,4,88,22.0,21.0,11,35,1,10,6,ianhi,Harvard School of Engineering and Applied Sciences,2014-12-08 02:03:28,USR,0,0,0.00000000,0.00000000,N,N,N,N
8579208,4,274,68.5,30.5,15,198,0,0,0,yuriburk,N,2015-04-06 20:04:00,USR,0,0,-52.98452000,-27.07380000,BR,Santa Catarina,Águas de Chapecó,"Blumenau, SC"
8762655,4,69,17.25,17.5,11,23,16,386,4,breautek,@totalpave,2015-02-25 20:08:59,USR,0,0,-66.38178000,46.61875000,CA,NB,N,"New Brunswick, Canada"
881861,4,71,17.75,15.5,11,29,12,158,9,mm0202,N,2012-05-17 05:27:58,USR,0,0,140.61088000,37.85694000,JP,Tohoku,Sendai,"Kanagawa, Japan"
910674,4,208,52.0,56.0,34,62,0,0,12,ffried,@sersoft-gmbh ,2011-03-06 13:58:07,USR,0,0,8.78044000,49.08676000,DE,Baden-Württemberg,Oberderdingen,"Flehingen, Germany"
9336666,4,279,69.75,39.0,24,177,13,49,1,underfin,N,2015-08-28 00:28:59,USR,0,0,0.00000000,0.00000000,N,N,N,N
